request_id,amount_safe_to_pay,affordability_status,recommended_payment_method,payment_plan,earliest_date_for_full_payment,spending_changes_needed,decision_explanation
request_194,95030.0,affordable_later,wait,2025-08-23:132800,2025-08-23,none,"Pay INR 132,800 in full on 2025-08-23. Paying earlier would take the balance below the INR 113,600 minimum."
request_195,1170.4,affordable_with_plan,installments,2026-01-09:405.74|2026-02-08:405.74|2026-03-10:405.74,2026-01-06,none,"Use 3 installments of EUR 405.74, starting 2026-01-09. This leaves at least EUR 700 available."
request_196,762.3,affordable_now,full_payment,2024-06-03:762.3,2024-06-03,none,Pay EUR 762.30 today. This leaves at least EUR 500 available over the next 90 days.
request_197,50939000.0,affordable_with_plan,installments,2025-11-19:1.76589e+07|2025-12-17:1.76589e+07|2026-01-14:1.76589e+07,2025-11-05,none,"Use 3 installments of IDR 17,658,900, starting 2025-11-19. This leaves at least IDR 26,245,900 available."
request_198,185800.0,affordable_now,full_payment,2026-07-07:185800,2026-07-07,none,"Pay INR 185,800 today. This leaves at least INR 124,300 available over the next 90 days."
request_199,23674000.0,affordable_with_plan,installments,2024-09-07:8.20699e+06|2024-10-08:8.20699e+06|2024-11-08:8.20699e+06,2024-09-04,none,"Use 3 installments of IDR 8,206,990, starting 2024-09-07. This leaves at least IDR 25,359,500 available."
request_200,21717000.0,affordable_now,full_payment,2025-02-06:2.1717e+07,2025-02-06,none,"Pay IDR 21,717,000 today. This leaves at least IDR 20,114,600 available over the next 90 days."
request_201,23997000.0,affordable_now,full_payment,2026-04-03:2.3997e+07,2026-04-03,none,"Pay IDR 23,997,000 today. This leaves at least IDR 17,304,500 available over the next 90 days."
request_202,123900.0,affordable_now,full_payment,2024-12-05:123900,2024-12-05,none,"Pay INR 123,900 today. This leaves at least INR 147,800 available over the next 90 days."
request_203,1442.1,affordable_with_plan,installments,2025-05-10:499.93|2025-06-07:499.93|2025-07-05:499.93,2025-05-07,none,"Use 3 installments of EUR 499.93, starting 2025-05-10. This leaves at least EUR 1,400 available."
request_204,588.74,affordable_now,full_payment,2026-01-04:588.74,2026-01-04,none,"Pay EUR 588.74 today. This leaves at least EUR 1,300 available over the next 90 days."
request_205,10621000.0,affordable_now,full_payment,2024-03-06:1.0621e+07,2024-03-06,none,"Pay IDR 10,621,000 today. This leaves at least IDR 13,994,300 available over the next 90 days."
request_206,1404.7,affordable_with_plan,installments,2025-08-03:486.96|2025-08-31:486.96|2025-09-28:486.96,2025-08-03,none,"Use 3 installments of EUR 486.96, starting 2025-08-03. This leaves at least EUR 900 available."
request_207,11830.0,affordable_now,full_payment,2026-07-05:11830,2026-07-05,none,"Pay ZAR 11,830 today. This leaves at least ZAR 13,600 available over the next 90 days."
request_208,4413000.0,affordable_now,full_payment,2024-06-07:4.413e+06,2024-06-07,none,"Pay IDR 4,413,000 today. This leaves at least IDR 10,470,700 available over the next 90 days."
request_209,8625.1,not_affordable,not_recommended,none,,none,"Do not make this payment by 2025-11-25. None of the available options keeps the ZAR 18,400 minimum protected."
request_210,1360.02,affordable_with_plan,installments,2026-04-11:360.41|2026-05-11:360.41|2026-06-10:360.41|2026-07-10:360.41,2026-04-06,none,"Use 4 installments of USD 360.41, starting 2026-04-11. This leaves at least USD 2,000 available."
request_211,1227.89,affordable_later,wait,2024-09-15:1788.6,2024-09-15,none,"Pay EUR 1,788.60 in full on 2024-09-15. Paying earlier would take the balance below the EUR 1,500 minimum."
request_212,22344000.0,not_affordable,not_recommended,none,,none,"Do not make this payment by 2025-02-28. None of the available options keeps the IDR 29,579,800 minimum protected."
request_213,3362.4,affordable_with_plan,installments,2026-01-21:1165.63|2026-02-20:1165.63|2026-03-22:1165.63,2026-01-07,none,"Use 3 installments of USD 1,165.63, starting 2026-01-21. This leaves at least USD 2,100 available."
request_214,69750.0,affordable_with_plan,installments,2024-12-04:36270|2025-01-01:36270,2024-12-04,none,"Use 2 installments of INR 36,270, starting 2024-12-04. This leaves at least INR 174,900 available."
request_215,29986.0,affordable_with_plan,installments,2025-05-09:10395.1|2025-06-06:10395.1|2025-07-04:10395.1,2025-05-06,none,"Use 3 installments of ZAR 10,395.10, starting 2025-05-09. This leaves at least ZAR 15,700 available."
request_216,1166.8,not_affordable,not_recommended,none,,none,"Do not make this payment by 2026-09-15. None of the available options keeps the USD 1,800 minimum protected."
request_217,31601.97,affordable_with_plan,installments,2024-03-19:12889.1|2024-04-19:12889.1|2024-05-20:12889.1,2024-03-15,none,"Use 3 installments of ZAR 12,889.10, starting 2024-03-19. This leaves at least ZAR 26,800 available."
request_218,37942414.8,affordable_with_plan,installments,2025-08-07:2.11959e+07|2025-09-04:2.11959e+07|2025-10-02:2.11959e+07,2025-08-15,none,"Use 3 installments of IDR 21,195,900, starting 2025-08-07. This leaves at least IDR 34,477,200 available."
request_219,1673.1,affordable_with_plan,installments,2026-04-07:580.01|2026-05-07:580.01|2026-06-06:580.01,2026-04-04,none,"Use 3 installments of EUR 580.01, starting 2026-04-07. This leaves at least EUR 1,100 available."
request_220,307.32,not_affordable,not_recommended,none,,none,"Do not make this payment by 2024-07-03. None of the available options keeps the EUR 1,100 minimum protected."
request_221,109800.0,affordable_now,full_payment,2025-11-03:109800,2025-11-03,none,"Pay INR 109,800 today. This leaves at least INR 81,500 available over the next 90 days."
request_222,34078.0,affordable_now,full_payment,2026-01-05:34078,2026-01-05,none,"Pay ZAR 34,078 today. This leaves at least ZAR 27,300 available over the next 90 days."
request_223,898.7,affordable_now,full_payment,2024-09-07:898.7,2024-09-07,none,Pay EUR 898.70 today. This leaves at least EUR 800 available over the next 90 days.
request_224,10327000.0,affordable_with_plan,installments,2025-02-04:5.37004e+06|2025-03-04:5.37004e+06,2025-02-04,none,"Use 2 installments of IDR 5,370,040, starting 2025-02-04. This leaves at least IDR 22,187,600 available."
request_225,18120459.6,not_affordable,not_recommended,none,,none,"Do not make this payment by 2026-09-21. None of the available options keeps the IDR 17,670,700 minimum protected."
request_226,157000.0,affordable_now,full_payment,2024-12-03:157000,2024-12-03,none,"Pay INR 157,000 today. This leaves at least INR 209,400 available over the next 90 days."
request_227,42755.0,not_affordable,not_recommended,none,,none,"Do not make this payment by 2025-06-20. None of the available options keeps the INR 62,900 minimum protected."
request_228,10557350.0,not_affordable,not_recommended,none,,none,"Do not make this payment by 2026-04-30. None of the available options keeps the IDR 26,191,200 minimum protected."
request_229,727.52,not_affordable,not_recommended,none,,none,"Do not make this payment by 2024-05-23. None of the available options keeps the EUR 1,000 minimum protected."
request_230,3537.6,affordable_now,full_payment,2025-08-06:3537.6,2025-08-06,none,"Pay EUR 3,537.60 today. This leaves at least EUR 2,000 available over the next 90 days."
request_231,35706.0,affordable_with_plan,installments,2026-01-06:12378.1|2026-02-05:12378.1|2026-03-07:12378.1,2026-01-03,none,"Use 3 installments of ZAR 12,378.10, starting 2026-01-06. This leaves at least ZAR 24,300 available."
request_232,1869.4,affordable_later,wait,2024-06-15:1970.1,2024-06-15,none,"Pay EUR 1,970.10 in full on 2024-06-15. Paying earlier would take the balance below the EUR 2,400 minimum."
request_233,6241000.0,affordable_with_plan,installments,2025-11-14:3.24532e+06|2025-12-15:3.24532e+06,2025-11-07,none,"Use 2 installments of IDR 3,245,320, starting 2025-11-14. This leaves at least IDR 10,365,700 available."
request_234,528.6,not_affordable,not_recommended,none,,none,Do not make this payment by 2026-09-15. None of the available options keeps the EUR 700 minimum protected.
request_235,967.2,affordable_now,full_payment,2024-09-06:967.2,2024-09-06,none,Pay USD 967.20 today. This leaves at least USD 700 available over the next 90 days.
request_236,14404850.0,not_affordable,not_recommended,none,,none,"Do not make this payment by 2025-02-23. None of the available options keeps the IDR 16,768,600 minimum protected."
request_237,23826000.0,affordable_now,full_payment,2026-04-05:2.3826e+07,2026-04-05,none,"Pay IDR 23,826,000 today. This leaves at least IDR 22,431,500 available over the next 90 days."
request_238,663.6,affordable_with_plan,installments,2024-12-07:230.05|2025-01-07:230.05|2025-02-07:230.05,2024-12-07,none,"Use 3 installments of USD 230.05, starting 2024-12-07. This leaves at least USD 700 available."
request_239,642.0,affordable_now,full_payment,2025-05-04:642,2025-05-04,none,Pay USD 642 today. This leaves at least USD 600 available over the next 90 days.
request_240,37400.0,affordable_with_plan,partial_payment,2026-01-06:37400|2026-01-15:63800,2026-01-15,none,"Pay INR 37,400 today and the remaining INR 63,800 on 2026-01-15. This completes the full request and keeps the INR 52,800 minimum protected."
request_241,21052000.0,affordable_with_plan,installments,2024-03-17:7.29803e+06|2024-04-17:7.29803e+06|2024-05-18:7.29803e+06,2024-03-03,none,"Use 3 installments of IDR 7,298,030, starting 2024-03-17. This leaves at least IDR 19,252,000 available."
request_242,369.4,not_affordable,not_recommended,none,,none,Do not make this payment by 2025-08-25. None of the available options keeps the EUR 600 minimum protected.
request_243,17468.0,affordable_now,full_payment,2026-07-07:17468,2026-07-07,none,"Pay ZAR 17,468 today. This leaves at least ZAR 19,900 available over the next 90 days."
request_244,49918.0,affordable_now,full_payment,2024-06-04:49918,2024-06-04,none,"Pay ZAR 49,918 today. This leaves at least ZAR 45,900 available over the next 90 days."
request_245,65760.0,not_affordable,not_recommended,none,,none,"Do not make this payment by 2026-01-15. None of the available options keeps the INR 94,600 minimum protected."
request_246,64086.0,affordable_with_plan,installments,2026-04-03:22216.5|2026-05-03:22216.5|2026-06-02:22216.5,2026-04-03,none,"Use 3 installments of ZAR 22,216.50, starting 2026-04-03. This leaves at least ZAR 39,300 available."
request_247,1059.3,affordable_now,full_payment,2024-09-05:1059.3,2024-09-05,none,"Pay EUR 1,059.30 today. This leaves at least EUR 1,300 available over the next 90 days."
request_248,1507.36,not_affordable,not_recommended,none,,none,"Do not make this payment by 2025-04-28. None of the available options keeps the USD 1,300 minimum protected."
request_249,342.4,not_affordable,not_recommended,none,,none,Do not make this payment by 2026-03-15. None of the available options keeps the USD 600 minimum protected.
request_250,28820.0,not_affordable,not_recommended,none,,none,"Do not make this payment by 2025-01-18. None of the available options keeps the ZAR 35,300 minimum protected."
request_251,1513.6,not_affordable,not_recommended,none,2025-05-03,none,"Do not make this payment by 2025-06-06. None of the available options keeps the EUR 1,300 minimum protected."
request_252,9110500.0,not_affordable,not_recommended,none,,none,"Do not make this payment by 2026-09-15. None of the available options keeps the IDR 15,152,200 minimum protected."
request_253,2143.57,not_affordable,not_recommended,none,,none,"Do not make this payment by 2024-06-01. None of the available options keeps the EUR 2,300 minimum protected."
request_254,1759.6,not_affordable,not_recommended,none,,none,"Do not make this payment by 2025-10-15. None of the available options keeps the USD 2,500 minimum protected."
request_255,3345000.0,affordable_now,full_payment,2026-04-06:3.345e+06,2026-04-06,none,"Pay IDR 3,345,000 today. This leaves at least IDR 9,813,900 available over the next 90 days."
request_256,218700.0,affordable_with_plan,installments,2024-06-10:75816|2024-07-11:75816|2024-08-11:75816,2024-06-03,none,"Use 3 installments of INR 75,816, starting 2024-06-10. This leaves at least INR 168,600 available."
request_257,1085.2,affordable_later,wait,2025-11-15:1352.4,2025-11-15,none,"Pay USD 1,352.40 in full on 2025-11-15. Paying earlier would take the balance below the USD 1,600 minimum."
request_258,1113.6,affordable_now,full_payment,2026-01-07:1113.6,2026-01-07,none,"Pay USD 1,113.60 today. This leaves at least USD 500 available over the next 90 days."
request_259,627.3,not_affordable,not_recommended,none,,none,Do not make this payment by 2024-11-15. None of the available options keeps the EUR 600 minimum protected.
request_260,13522300.0,not_affordable,not_recommended,none,,none,"Do not make this payment by 2025-04-18. None of the available options keeps the IDR 20,727,700 minimum protected."
request_261,1830.4,affordable_now,full_payment,2026-07-03:1830.4,2026-07-03,none,"Pay EUR 1,830.40 today. This leaves at least EUR 1,500 available over the next 90 days."
request_262,9236000.0,affordable_now,full_payment,2024-12-05:9.236e+06,2024-12-05,none,"Pay IDR 9,236,000 today. This leaves at least IDR 31,018,500 available over the next 90 days."
request_263,13750.0,not_affordable,not_recommended,none,,none,"Do not make this payment by 2025-06-15. None of the available options keeps the ZAR 24,100 minimum protected."
request_264,39795.0,not_affordable,not_recommended,none,,none,"Do not make this payment by 2026-06-15. None of the available options keeps the INR 59,500 minimum protected."
request_265,45970.0,affordable_now,full_payment,2024-03-06:45970,2024-03-06,none,"Pay INR 45,970 today. This leaves at least INR 189,700 available over the next 90 days."
request_266,935.0,affordable_with_plan,installments,2025-08-03:324.13|2025-08-31:324.13|2025-09-28:324.13,2025-08-03,none,"Use 3 installments of EUR 324.13, starting 2025-08-03. This leaves at least EUR 900 available."
request_267,1925.0,affordable_with_plan,installments,2026-01-08:667.33|2026-02-07:667.33|2026-03-09:667.33,2026-01-05,none,"Use 3 installments of EUR 667.33, starting 2026-01-08. This leaves at least EUR 1,500 available."
request_268,1512.52,not_affordable,not_recommended,none,,none,"Do not make this payment by 2024-08-15. None of the available options keeps the EUR 1,400 minimum protected."
request_269,15490.0,affordable_now,full_payment,2025-11-04:15490,2025-11-04,none,"Pay ZAR 15,490 today. This leaves at least ZAR 23,100 available over the next 90 days."
request_270,535.4,not_affordable,not_recommended,none,,none,"Do not make this payment by 2026-08-30. None of the available options keeps the USD 1,400 minimum protected."
request_271,84760.0,not_affordable,not_recommended,none,,none,"Do not make this payment by 2024-11-15. None of the available options keeps the INR 58,200 minimum protected."
request_272,8815924.0,not_affordable,not_recommended,none,,none,"Do not make this payment by 2025-04-10. None of the available options keeps the IDR 7,508,600 minimum protected."
request_273,13372200.0,not_affordable,not_recommended,none,,none,"Do not make this payment by 2026-06-15. None of the available options keeps the IDR 18,774,600 minimum protected."
request_274,2713.7,affordable_with_plan,installments,2024-12-04:940.75|2025-01-04:940.75|2025-02-04:940.75,2024-12-04,none,"Use 3 installments of EUR 940.75, starting 2024-12-04. This leaves at least EUR 1,800 available."
request_275,15884000.0,affordable_now,full_payment,2025-05-06:1.5884e+07,2025-05-06,none,"Pay IDR 15,884,000 today. This leaves at least IDR 12,760,100 available over the next 90 days."
